movieId|title|genre|decade|userId|rating|timestamp|rank
29|Batman Forever (1995)|crime|199|246|1|884922740|1
844|Freeway (1996)|crime|199|264|1|886124097|1
307|Devil's Advocate, The (1997)|crime|199|15|1|879455233|1
273|Heat (1995)|crime|199|301|1|882074800|1
309|Deceiver (1997)|crime|199|308|1|887736408|1
120|Striptease (1996)|crime|199|125|1|892839312|1
914|Wild Things (1998)|crime|199|381|1|892697768|1
583|Romeo Is Bleeding (1993)|crime|199|405|1|885546112|1
120|Striptease (1996)|crime|199|269|1|891446926|1
254|Batman & Robin (1997)|crime|199|1|1|878541392|1
120|Striptease (1996)|crime|199|256|1|882163754|1
656|M (1931)|crime|193|405|1|885548275|1
1151|Original Gangstas (1996)|crime|199|181|1|878963304|1
24|Rumble in the Bronx (1995)|crime|199|314|1|877886221|1
770|Devil in a Blue Dress (1995)|crime|199|145|1|875272245|1
92|True Romance (1993)|crime|199|405|1|885546287|1
5|Copycat (1995)|crime|199|363|1|891497047|1
327|Cop Land (1997)|crime|199|228|1|889387216|1
336|Playing God (1997)|crime|199|204|1|892391854|1
254|Batman & Robin (1997)|crime|199|269|1|891456565|1
332|Kiss the Girls (1997)|crime|199|345|1|884901497|1
24|Rumble in the Bronx (1995)|crime|199|13|1|882397741|1
504|Bonnie and Clyde (1967)|crime|196|340|1|884991742|1
1139|Hackers (1995)|crime|199|328|1|885049756|1
628|Sleepers (1996)|crime|199|246|1|884922554|1
396|Serial Mom (1994)|crime|199|393|1|889730514|1
309|Deceiver (1997)|crime|199|296|1|884196209|1
403|Batman (1989)|crime|198|234|1|892335674|1
823|Mulholland Falls (1996)|crime|199|445|1|891200624|1
396|Serial Mom (1994)|crime|199|405|1|885547408|1
56|Pulp Fiction (1994)|crime|199|193|1|889125572|1
628|Sleepers (1996)|crime|199|445|1|891200137|1
29|Batman Forever (1995)|crime|199|385|1|879447845|1
39|Strange Days (1995)|crime|199|201|1|884112427|1
100|Fargo (1996)|crime|199|393|1|887744053|1
1245|Gridlock'd (1997)|crime|199|445|1|891200390|1
327|Cop Land (1997)|crime|199|193|1|889123777|1
544|Things to Do in Denver when You're Dead (1995)|crime|199|374|1|880937070|1
1586|Lashou shentan (1992)|crime|199|405|1|885549464|1
329|Desperate Measures (1998)|crime|199|181|1|878961781|1
11|Seven (Se7en) (1995)|crime|199|13|1|882397146|1
547|Young Poisoner's Handbook, The (1995)|crime|199|13|1|882397011|1
991|Keys to Tulsa (1997)|crime|199|181|1|878961814|1
130|Kansas City (1996)|crime|199|271|1|885848218|1
56|Pulp Fiction (1994)|crime|199|125|1|879454345|1
653|Touch of Evil (1958)|crime|195|405|1|885548579|1
361|Incognito (1997)|crime|199|206|1|888180082|1
120|Striptease (1996)|crime|199|158|1|880134014|1
254|Batman & Robin (1997)|crime|199|289|1|876790734|1
1139|Hackers (1995)|crime|199|405|1|885546859|1
24|Rumble in the Bronx (1995)|crime|199|54|1|880937311|1
1534|Twin Town (1997)|crime|199|452|1|876298233|1
129|Bound (1996)|crime|199|279|1|884986081|1
754|Red Corner (1997)|crime|199|426|1|879441707|1
100|Fargo (1996)|crime|199|311|1|884963136|1
649|Once Upon a Time in America (1984)|crime|198|405|1|885546445|1
56|Pulp Fiction (1994)|crime|199|110|1|886988449|1
100|Fargo (1996)|crime|199|203|1|880434411|1
156|Reservoir Dogs (1992)|crime|199|493|1|884130995|1
1439|Jason's Lyric (1994)|crime|199|405|1|885546724|1
187|Godfather: Part II, The (1974)|crime|197|505|1|889333676|1
11|Seven (Se7en) (1995)|crime|199|454|1|888266433|1
72|Mask, The (1994)|crime|199|363|1|891496850|1
248|Grosse Pointe Blank (1997)|crime|199|445|1|891199774|1
231|Batman Returns (1992)|crime|199|110|1|886988664|1
1496|Carpool (1996)|crime|199|336|1|877757268|1
56|Pulp Fiction (1994)|crime|199|197|1|891409799|1
29|Batman Forever (1995)|crime|199|102|1|888802677|1
29|Batman Forever (1995)|crime|199|293|1|888907499|1
1280|Gang Related (1997)|crime|199|181|1|878961668|1
1598|City of Industry (1997)|crime|199|433|1|880585865|1
299|Hoodlum (1997)|crime|199|451|1|879012721|1
29|Batman Forever (1995)|crime|199|363|1|891498365|1
39|Strange Days (1995)|crime|199|405|1|885546155|1
254|Batman & Robin (1997)|crime|199|246|1|884924710|1
396|Serial Mom (1994)|crime|199|222|1|878183381|1
127|Godfather, The (1972)|crime|197|358|1|891269117|1
806|Menace II Society (1993)|crime|199|387|1|886483824|1
299|Hoodlum (1997)|crime|199|486|1|879874113|1
914|Wild Things (1998)|crime|199|125|1|892835594|1
1104|C'est arrivé près de chez vous (1992)|crime|199|405|1|885549408|1
56|Pulp Fiction (1994)|crime|199|505|1|889333560|1
92|True Romance (1993)|crime|199|246|1|884921661|1
327|Cop Land (1997)|crime|199|78|1|879633495|1
802|Hard Target (1993)|crime|199|394|1|881058201|1
403|Batman (1989)|crime|198|279|1|879573060|1
56|Pulp Fiction (1994)|crime|199|562|1|879195156|1
182|GoodFellas (1990)|crime|199|226|1|883889322|1
307|Devil's Advocate, The (1997)|crime|199|181|1|878962006|1
1478|Dead Presidents (1995)|crime|199|405|1|885546636|1
248|Grosse Pointe Blank (1997)|crime|199|15|1|879455871|1
231|Batman Returns (1992)|crime|199|363|1|891497679|1
1560|Clean Slate (Coup de Torchon) (1981)|crime|198|405|1|885549635|1
802|Hard Target (1993)|crime|199|405|1|885548049|1
1139|Hackers (1995)|crime|199|561|1|885810744|1
76|Carlito's Way (1993)|crime|199|454|1|888266433|1
307|Devil's Advocate, The (1997)|crime|199|416|1|889907392|1
336|Playing God (1997)|crime|199|514|1|885180842|1
336|Playing God (1997)|crime|199|592|1|882607476|1
11|Seven (Se7en) (1995)|crime|199|437|1|880139951|1
11|Seven (Se7en) (1995)|crime|199|122|1|879270424|1
547|Young Poisoner's Handbook, The (1995)|crime|199|181|1|878962720|1
156|Reservoir Dogs (1992)|crime|199|503|1|880472250|1
844|Freeway (1996)|crime|199|344|1|886381985|1
273|Heat (1995)|crime|199|490|1|875427629|1
254|Batman & Robin (1997)|crime|199|550|1|883426119|1
642|Grifters, The (1990)|crime|199|374|1|880937920|1
11|Seven (Se7en) (1995)|crime|199|197|1|891409893|1
1245|Gridlock'd (1997)|crime|199|181|1|878962550|1
396|Serial Mom (1994)|crime|199|617|1|883789590|1
309|Deceiver (1997)|crime|199|2|1|888980029|1
100|Fargo (1996)|crime|199|459|1|879562859|1
24|Rumble in the Bronx (1995)|crime|199|432|1|889416188|1
39|Strange Days (1995)|crime|199|601|1|876350443|1
991|Keys to Tulsa (1997)|crime|199|548|1|891044050|1
130|Kansas City (1996)|crime|199|104|1|888465554|1
307|Devil's Advocate, The (1997)|crime|199|589|1|883352402|1
72|Mask, The (1994)|crime|199|478|1|889397841|1
120|Striptease (1996)|crime|199|622|1|882592643|1
576|Cliffhanger (1993)|crime|199|246|1|884923864|1
56|Pulp Fiction (1994)|crime|199|314|1|877887568|1
11|Seven (Se7en) (1995)|crime|199|488|1|891294158|1
844|Freeway (1996)|crime|199|181|1|878962816|1
823|Mulholland Falls (1996)|crime|199|487|1|883445302|1
5|Copycat (1995)|crime|199|13|1|882396869|1
403|Batman (1989)|crime|198|269|1|891448522|1
823|Mulholland Falls (1996)|crime|199|592|1|882609009|1
254|Batman & Robin (1997)|crime|199|385|1|879453094|1
642|Grifters, The (1990)|crime|199|437|1|880141441|1
17|From Dusk Till Dawn (1996)|crime|199|13|1|882396954|1
55|Professional, The (1994)|crime|199|405|1|885547909|1
576|Cliffhanger (1993)|crime|199|653|1|880152955|1
1598|City of Industry (1997)|crime|199|445|1|891200592|1
576|Cliffhanger (1993)|crime|199|268|1|875744289|1
248|Grosse Pointe Blank (1997)|crime|199|374|1|880393191|1
55|Professional, The (1994)|crime|199|445|1|890987712|1
1083|Albino Alligator (1996)|crime|199|186|1|879023599|1
17|From Dusk Till Dawn (1996)|crime|199|660|1|891265453|1
583|Romeo Is Bleeding (1993)|crime|199|303|1|879483901|1
991|Keys to Tulsa (1997)|crime|199|629|1|880115923|1
231|Batman Returns (1992)|crime|199|478|1|889398598|1
231|Batman Returns (1992)|crime|199|466|1|890285159|1
642|Grifters, The (1990)|crime|199|405|1|885548579|1
991|Keys to Tulsa (1997)|crime|199|685|1|879451282|1
754|Red Corner (1997)|crime|199|509|1|883590676|1
130|Kansas City (1996)|crime|199|590|1|879439567|1
24|Rumble in the Bronx (1995)|crime|199|181|1|878962866|1
346|Jackie Brown (1997)|crime|199|702|1|885767306|1
806|Menace II Society (1993)|crime|199|562|1|879195289|1
56|Pulp Fiction (1994)|crime|199|648|1|884881592|1
346|Jackie Brown (1997)|crime|199|141|1|886447613|1
130|Kansas City (1996)|crime|199|279|1|892864707|1
55|Professional, The (1994)|crime|199|619|1|885954053|1
770|Devil in a Blue Dress (1995)|crime|199|405|1|885548048|1
334|U Turn (1997)|crime|199|685|1|879451168|1
1534|Twin Town (1997)|crime|199|597|1|875341758|1
56|Pulp Fiction (1994)|crime|199|83|1|886534501|1
1245|Gridlock'd (1997)|crime|199|697|1|882622526|1
544|Things to Do in Denver when You're Dead (1995)|crime|199|526|1|885682477|1
307|Devil's Advocate, The (1997)|crime|199|144|1|888103407|1
254|Batman & Robin (1997)|crime|199|378|1|880318158|1
24|Rumble in the Bronx (1995)|crime|199|537|1|886030176|1
120|Striptease (1996)|crime|199|660|1|891198996|1
127|Godfather, The (1972)|crime|197|326|1|879875507|1
299|Hoodlum (1997)|crime|199|611|1|891636223|1
327|Cop Land (1997)|crime|199|671|1|875387273|1
120|Striptease (1996)|crime|199|157|1|886891243|1
92|True Romance (1993)|crime|199|224|1|888103812|1
656|M (1931)|crime|193|698|1|886367133|1
56|Pulp Fiction (1994)|crime|199|660|1|891265453|1
299|Hoodlum (1997)|crime|199|724|1|883758119|1
231|Batman Returns (1992)|crime|199|562|1|879196446|1
576|Cliffhanger (1993)|crime|199|774|1|888557520|1
187|Godfather: Part II, The (1974)|crime|197|326|1|879875243|1
24|Rumble in the Bronx (1995)|crime|199|484|1|881449826|1
346|Jackie Brown (1997)|crime|199|724|1|883757703|1
127|Godfather, The (1972)|crime|197|401|1|891032170|1
100|Fargo (1996)|crime|199|777|1|875979380|1
1069|Amateur (1994)|crime|199|655|1|887473535|1
482|Some Like It Hot (1959)|crime|195|125|1|892836309|1
100|Fargo (1996)|crime|199|706|1|880997211|1
100|Fargo (1996)|crime|199|654|1|887863436|1
130|Kansas City (1996)|crime|199|234|1|892336194|1
56|Pulp Fiction (1994)|crime|199|91|1|891439057|1
1151|Original Gangstas (1996)|crime|199|435|1|884134019|1
1618|King of New York (1990)|crime|199|528|1|888521905|1
576|Cliffhanger (1993)|crime|199|650|1|891382877|1
544|Things to Do in Denver when You're Dead (1995)|crime|199|833|1|875133458|1
299|Hoodlum (1997)|crime|199|422|1|875129602|1
293|Donnie Brasco (1997)|crime|199|774|1|888559123|1
1011|2 Days in the Valley (1996)|crime|199|445|1|891200320|1
1277|Set It Off (1996)|crime|199|761|1|876190752|1
361|Incognito (1997)|crime|199|724|1|883758241|1
348|Desperate Measures (1998)|crime|199|669|1|891182572|1
29|Batman Forever (1995)|crime|199|747|1|888734152|1
29|Batman Forever (1995)|crime|199|619|1|885954238|1
17|From Dusk Till Dawn (1996)|crime|199|521|1|885254888|1
56|Pulp Fiction (1994)|crime|199|734|1|891022752|1
17|From Dusk Till Dawn (1996)|crime|199|393|1|889728895|1
1280|Gang Related (1997)|crime|199|451|1|879012773|1
1011|2 Days in the Valley (1996)|crime|199|637|1|882904961|1
1194|Once Were Warriors (1994)|crime|199|405|1|885546201|1
396|Serial Mom (1994)|crime|199|622|1|882671222|1
17|From Dusk Till Dawn (1996)|crime|199|619|1|885954184|1
1081|Curdled (1996)|crime|199|445|1|891200447|1
120|Striptease (1996)|crime|199|690|1|881179469|1
902|Big Lebowski, The (1998)|crime|199|179|1|892151064|1
628|Sleepers (1996)|crime|199|434|1|886724873|1
120|Striptease (1996)|crime|199|363|1|891500218|1
327|Cop Land (1997)|crime|199|418|1|891282836|1
254|Batman & Robin (1997)|crime|199|774|1|888559144|1
56|Pulp Fiction (1994)|crime|199|850|1|883195034|1
100|Fargo (1996)|crime|199|567|1|882425791|1
1280|Gang Related (1997)|crime|199|708|1|892718819|1
302|L.A. Confidential (1997)|crime|199|445|1|891199195|1
403|Batman (1989)|crime|198|896|1|887160554|1
309|Deceiver (1997)|crime|199|365|1|891303566|1
120|Striptease (1996)|crime|199|533|1|879366160|1
127|Godfather, The (1972)|crime|197|505|1|889333711|1
254|Batman & Robin (1997)|crime|199|660|1|891357371|1
403|Batman (1989)|crime|198|833|1|875133458|1
991|Keys to Tulsa (1997)|crime|199|397|1|875063678|1
1011|2 Days in the Valley (1996)|crime|199|181|1|878963204|1
130|Kansas City (1996)|crime|199|900|1|877833512|1
156|Reservoir Dogs (1992)|crime|199|642|1|886454965|1
583|Romeo Is Bleeding (1993)|crime|199|437|1|880143040|1
336|Playing God (1997)|crime|199|724|1|883757784|1
231|Batman Returns (1992)|crime|199|899|1|884122844|1
770|Devil in a Blue Dress (1995)|crime|199|554|1|876369382|1
348|Desperate Measures (1998)|crime|199|857|1|883432170|1
231|Batman Returns (1992)|crime|199|682|1|888522612|1
1187|Switchblade Sisters (1975)|crime|197|181|1|878962816|1
1213|Guilty as Sin (1993)|crime|199|276|1|874791407|1
56|Pulp Fiction (1994)|crime|199|671|1|883546120|1
628|Sleepers (1996)|crime|199|17|1|885272724|1
56|Pulp Fiction (1994)|crime|199|922|1|891447628|1
248|Grosse Pointe Blank (1997)|crime|199|487|1|883443504|1
547|Young Poisoner's Handbook, The (1995)|crime|199|537|1|886029771|1
29|Batman Forever (1995)|crime|199|387|1|886483252|1
329|Desperate Measures (1998)|crime|199|669|1|891182771|1
231|Batman Returns (1992)|crime|199|487|1|884050940|1
130|Kansas City (1996)|crime|199|159|1|880557322|1
327|Cop Land (1997)|crime|199|288|1|886373007|1
231|Batman Returns (1992)|crime|199|933|1|874939031|1
299|Hoodlum (1997)|crime|199|896|1|887235709|1
5|Copycat (1995)|crime|199|425|1|878738887|1
120|Striptease (1996)|crime|199|760|1|875669077|1
5|Copycat (1995)|crime|199|833|1|879818535|1
231|Batman Returns (1992)|crime|199|774|1|888557383|1
12|Usual Suspects, The (1995)|crime|199|186|1|879023460|1
56|Pulp Fiction (1994)|crime|199|901|1|877130999|1
334|U Turn (1997)|crime|199|721|1|877136831|1
307|Devil's Advocate, The (1997)|crime|199|774|1|888555792|1
1304|New York Cop (1996)|crime|199|551|1|892783942|1
72|Mask, The (1994)|crime|199|537|1|886031966|1
1280|Gang Related (1997)|crime|199|141|1|887424890|1
754|Red Corner (1997)|crime|199|842|1|891218251|1
239|Sneakers (1992)|crime|199|387|1|886483970|1
120|Striptease (1996)|crime|199|453|1|877553678|1
991|Keys to Tulsa (1997)|crime|199|224|1|888082277|1
802|Hard Target (1993)|crime|199|561|1|885810726|1
11|Seven (Se7en) (1995)|crime|199|751|1|889133177|1
1011|2 Days in the Valley (1996)|crime|199|865|1|880144405|1
55|Professional, The (1994)|crime|199|739|1|886958972|1
254|Batman & Robin (1997)|crime|199|736|1|878709262|1
231|Batman Returns (1992)|crime|199|269|1|891451013|1
29|Batman Forever (1995)|crime|199|830|1|891899476|1
56|Pulp Fiction (1994)|crime|199|617|1|883789425|1
100|Fargo (1996)|crime|199|620|1|889987073|1
273|Heat (1995)|crime|199|774|1|888558539|1
336|Playing God (1997)|crime|199|3|1|889237198|1
403|Batman (1989)|crime|198|890|1|882915661|1
120|Striptease (1996)|crime|199|381|1|892696587|1
29|Batman Forever (1995)|crime|199|774|1|888557519|1
182|GoodFellas (1990)|crime|199|405|1|885545974|1
130|Kansas City (1996)|crime|199|693|1|875483144|1
194|Sting, The (1973)|crime|197|161|1|891171503|1
642|Grifters, The (1990)|crime|199|653|1|878866604|1
92|True Romance (1993)|crime|199|256|1|882164603|1
273|Heat (1995)|crime|199|236|1|890116670|1
231|Batman Returns (1992)|crime|199|566|1|881651317|1
24|Rumble in the Bronx (1995)|crime|199|857|1|883432711|1
628|Sleepers (1996)|crime|199|936|1|886832758|1
127|Godfather, The (1972)|crime|197|777|1|875980391|1
130|Kansas City (1996)|crime|199|181|1|878963241|1
1139|Hackers (1995)|crime|199|788|1|880871605|1
1011|2 Days in the Valley (1996)|crime|199|346|1|874947609|1
56|Pulp Fiction (1994)|crime|199|246|1|884920948|1
56|Pulp Fiction (1994)|crime|199|881|1|876962037|1
299|Hoodlum (1997)|crime|199|592|1|882607573|1
254|Batman & Robin (1997)|crime|199|715|1|875962762|1
547|Young Poisoner's Handbook, The (1995)|crime|199|279|1|875295812|1
1534|Twin Town (1997)|crime|199|445|1|891199749|1
254|Batman & Robin (1997)|crime|199|548|1|891043999|1
56|Pulp Fiction (1994)|crime|199|847|1|878939975|1
299|Hoodlum (1997)|crime|199|708|1|892718964|1
231|Batman Returns (1992)|crime|199|1|1|876893031|1
334|U Turn (1997)|crime|199|589|1|883352631|1
100|Fargo (1996)|crime|199|714|1|892775786|1
332|Kiss the Girls (1997)|crime|199|762|1|878718996|1
120|Striptease (1996)|crime|199|181|1|878963204|1
544|Things to Do in Denver when You're Dead (1995)|crime|199|224|1|888103812|1
194|Sting, The (1973)|crime|197|405|1|885547176|1
273|Heat (1995)|crime|199|603|1|891956124|1
29|Batman Forever (1995)|crime|199|268|1|875744356|1
991|Keys to Tulsa (1997)|crime|199|529|1|882535639|1
1478|Dead Presidents (1995)|crime|199|363|1|891498469|1
823|Mulholland Falls (1996)|crime|199|58|1|892242419|1
299|Hoodlum (1997)|crime|199|621|1|880227012|1
312|Midnight in the Garden of Good and Evil (1997)|crime|199|656|1|892318777|1
29|Batman Forever (1995)|crime|199|886|1|876033576|1
336|Playing God (1997)|crime|199|626|1|878771477|1
544|Things to Do in Denver when You're Dead (1995)|crime|199|733|1|879535407|1
29|Batman Forever (1995)|crime|199|1|1|878542869|1
72|Mask, The (1994)|crime|199|885|1|885713631|1
100|Fargo (1996)|crime|199|774|1|888558731|1
231|Batman Returns (1992)|crime|199|896|1|887160771|1
92|True Romance (1993)|crime|199|896|1|887160296|1
334|U Turn (1997)|crime|199|872|1|888479894|1
129|Bound (1996)|crime|199|437|1|880140433|1
72|Mask, The (1994)|crime|199|774|1|888556121|1
1139|Hackers (1995)|crime|199|889|1|880182582|1
17|From Dusk Till Dawn (1996)|crime|199|727|1|883711011|1
336|Playing God (1997)|crime|199|589|1|883352535|1
396|Serial Mom (1994)|crime|199|87|1|879877280|1
1069|Amateur (1994)|crime|199|405|1|885546154|1
299|Hoodlum (1997)|crime|199|181|1|878961749|1
823|Mulholland Falls (1996)|crime|199|374|1|880936476|1
332|Kiss the Girls (1997)|crime|199|851|1|884205263|1
504|Bonnie and Clyde (1967)|crime|196|707|1|886286246|1
72|Mask, The (1994)|crime|199|918|1|891988491|1
544|Things to Do in Denver when You're Dead (1995)|crime|199|181|1|878962919|1
100|Fargo (1996)|crime|199|588|1|890015374|1
254|Batman & Robin (1997)|crime|199|910|1|881421240|1
17|From Dusk Till Dawn (1996)|crime|199|617|1|883789507|1
327|Cop Land (1997)|crime|199|657|1|884238247|1
29|Batman Forever (1995)|crime|199|885|1|885714487|1
583|Romeo Is Bleeding (1993)|crime|199|201|1|884112352|1
806|Menace II Society (1993)|crime|199|405|1|885545974|1
547|Young Poisoner's Handbook, The (1995)|crime|199|617|1|883789464|1
1478|Dead Presidents (1995)|crime|199|269|1|891448643|1
1280|Gang Related (1997)|crime|199|750|1|879445877|1
39|Strange Days (1995)|crime|199|443|1|883505492|1
1208|Kiss of Death (1995)|crime|199|405|1|885546577|1
628|Sleepers (1996)|crime|199|910|1|880821319|1
72|Mask, The (1994)|crime|199|456|1|881374801|1
309|Deceiver (1997)|crime|199|651|1|880126632|1
239|Sneakers (1992)|crime|199|201|1|884140275|1
273|Heat (1995)|crime|199|181|1|878962774|1
576|Cliffhanger (1993)|crime|199|933|1|874939185|1
336|Playing God (1997)|crime|199|206|1|888179928|1
254|Batman & Robin (1997)|crime|199|719|1|879360298|1
576|Cliffhanger (1993)|crime|199|405|1|885548093|1
346|Jackie Brown (1997)|crime|199|462|1|886365928|1
24|Rumble in the Bronx (1995)|crime|199|930|1|879535015|1
802|Hard Target (1993)|crime|199|833|1|887158946|1
346|Jackie Brown (1997)|crime|199|729|1|893286168|1
544|Things to Do in Denver when You're Dead (1995)|crime|199|279|1|890451433|1
100|Fargo (1996)|crime|199|639|1|891240495|1
293|Donnie Brasco (1997)|crime|199|593|1|877727988|1
1069|Amateur (1994)|crime|199|889|1|880182127|1
248|Grosse Pointe Blank (1997)|crime|199|938|1|891356390|1
182|GoodFellas (1990)|crime|199|505|1|889334555|1
312|Midnight in the Garden of Good and Evil (1997)|crime|199|448|1|891888653|1
1610|Truth or Consequences, N.M. (1997)|crime|199|782|1|891500230|1
120|Striptease (1996)|crime|199|769|1|885424401|1
1011|2 Days in the Valley (1996)|crime|199|872|1|888479333|1
307|Devil's Advocate, The (1997)|crime|199|853|1|879364744|1
127|Godfather, The (1972)|crime|197|148|1|877399351|1
120|Striptease (1996)|crime|199|847|1|878939349|1
120|Striptease (1996)|crime|199|449|1|879959573|1
1336|Kazaam (1996)|fantasy|199|279|1|875298353|1
472|Dragonheart (1996)|fantasy|199|255|1|883216958|1
820|Space Jam (1996)|fantasy|199|94|1|891723186|1
411|Nutty Professor, The (1996)|fantasy|199|223|1|891550005|1
411|Nutty Professor, The (1996)|fantasy|199|104|1|888465739|1
411|Nutty Professor, The (1996)|fantasy|199|269|1|891451013|1
411|Nutty Professor, The (1996)|fantasy|199|68|1|876974596|1
411|Nutty Professor, The (1996)|fantasy|199|168|1|884288222|1
1292|Simple Wish, A (1997)|fantasy|199|145|1|875271357|1
832|Bogus (1996)|fantasy|199|310|1|879436035|1
411|Nutty Professor, The (1996)|fantasy|199|301|1|882074867|1
411|Nutty Professor, The (1996)|fantasy|199|5|1|875635431|1
951|Indian in the Cupboard, The (1995)|fantasy|199|343|1|876406144|1
832|Bogus (1996)|fantasy|199|181|1|878963038|1
472|Dragonheart (1996)|fantasy|199|363|1|891498469|1
411|Nutty Professor, The (1996)|fantasy|199|271|1|885848062|1
423|E.T. the Extra-Terrestrial (1982)|fantasy|198|301|1|882076239|1
820|Space Jam (1996)|fantasy|199|92|1|875644796|1
1133|Escape to Witch Mountain (1975)|fantasy|197|269|1|891451374|1
1336|Kazaam (1996)|fantasy|199|181|1|878963241|1
472|Dragonheart (1996)|fantasy|199|268|1|875743335|1
892|Flubber (1997)|fantasy|199|356|1|891406241|1
308|FairyTale: A True Story (1997)|fantasy|199|181|1|878961847|1
411|Nutty Professor, The (1996)|fantasy|199|22|1|878887277|1
472|Dragonheart (1996)|fantasy|199|181|1|878963380|1
560|Kid in King Arthur's Court, A (1995)|fantasy|199|95|1|880572166|1
820|Space Jam (1996)|fantasy|199|189|1|893264782|1
755|Jumanji (1995)|fantasy|199|119|1|886176678|1
308|FairyTale: A True Story (1997)|fantasy|199|466|1|890282957|1
308|FairyTale: A True Story (1997)|fantasy|199|405|1|885549942|1
892|Flubber (1997)|fantasy|199|199|1|883782485|1
308|FairyTale: A True Story (1997)|fantasy|199|281|1|881200297|1
1336|Kazaam (1996)|fantasy|199|416|1|878879350|1
411|Nutty Professor, The (1996)|fantasy|199|493|1|884132934|1
560|Kid in King Arthur's Court, A (1995)|fantasy|199|405|1|885549045|1
72|Mask, The (1994)|fantasy|199|363|1|891496850|1
820|Space Jam (1996)|fantasy|199|194|1|879541742|1
548|NeverEnding Story III, The (1994)|fantasy|199|405|1|885549095|1
411|Nutty Professor, The (1996)|fantasy|199|198|1|884206659|1
308|FairyTale: A True Story (1997)|fantasy|199|451|1|879012890|1
423|E.T. the Extra-Terrestrial (1982)|fantasy|198|528|1|888522642|1
951|Indian in the Cupboard, The (1995)|fantasy|199|472|1|875983426|1
1576|Hungarian Fairy Tale, A (1987)|fantasy|198|405|1|885549464|1
832|Bogus (1996)|fantasy|199|374|1|882157930|1
423|E.T. the Extra-Terrestrial (1982)|fantasy|198|551|1|892782975|1
820|Space Jam (1996)|fantasy|199|181|1|878963342|1
892|Flubber (1997)|fantasy|199|506|1|888848224|1
72|Mask, The (1994)|fantasy|199|478|1|889397841|1
472|Dragonheart (1996)|fantasy|199|57|1|883697253|1
472|Dragonheart (1996)|fantasy|199|277|1|879544058|1
832|Bogus (1996)|fantasy|199|588|1|890027865|1
472|Dragonheart (1996)|fantasy|199|601|1|876348177|1
548|NeverEnding Story III, The (1994)|fantasy|199|472|1|875982867|1
558|Heavenly Creatures (1994)|fantasy|199|405|1|885546069|1
558|Heavenly Creatures (1994)|fantasy|199|374|1|882158738|1
472|Dragonheart (1996)|fantasy|199|6|1|883600003|1
1036|Drop Dead Fred (1991)|fantasy|199|405|1|885547506|1
1336|Kazaam (1996)|fantasy|199|267|1|878974659|1
411|Nutty Professor, The (1996)|fantasy|199|637|1|882904678|1
